R0,VE,n_breach,net_FoI,net_FoI_maxVE,net_exp_days,breach_per_IA,FoI_per_IA,exp_days_per_IA,net_FoI_rel_base,net_FoI_maxVE_rel_base
7,0.5,3499,3560.54276470839,1780.27138235419,9088,0.257332008398116,0.100818840298172,0.257332008398116,1.39139626111313,0.695698130556566
7,0.6,2647,2600.05880784529,1040.02352313812,6569.5,0.232472902333085,0.0920074917872739,0.232472902333085,1.01605635516261,0.406422542065043
7,0.7,1863,1492.85365119005,447.856095357015,4215.79999999999,0.194715604118845,0.0689505907662825,0.194715604118845,0.583380435489599,0.17501413064688
7,0.8,988,657.73910367478,131.547820734956,2112.7,0.14462568349681,0.0450257809587469,0.14462568349681,0.257032646458312,0.0514065292916624
7,0.9,448,436.261809992075,43.6261809992075,934.499999999999,0.129085298200692,0.0602621571283046,0.129085298200692,0.170483291846976,0.0170483291846976
8,0,10662,17391.624707688,17391.624707688,34437.0999999999,0.488975267234338,0.246945135887781,0.488975267234338,6.7963350511651,6.7963350511651
8,0.1,9109,15269.4429083188,13742.4986174869,29110.7,0.457380334031801,0.239909823463069,0.457380334031801,5.96702446113023,5.37032201501721
8,0.2,7459,12358.4427210979,9886.75417687831,22456.1,0.39685220932304,0.218402808041464,0.39685220932304,4.82945779102999,3.86356623282399
8,0.3,6257,8150.42673689335,5705.29871582535,18270.0000000001,0.367814353983016,0.16408560180166,0.367814353983016,3.18504060689711,2.22952842482798
8,0.4,4804,7658.15265214197,4594.89159128518,13111.5,0.307696786194653,0.179719250982126,0.307696786194653,2.99266872254423,1.79560123352654
8,0.5,3783,4319.84332765638,2159.92166382819,10103.4,0.283167298643602,0.121071952575969,0.283167298643602,1.6881173045503,0.84405865227515
8,0.6,2727,3419.38242434942,1367.75296973977,7159.59999999999,0.252942035314524,0.120803613321087,0.252942035314524,1.33623333153405,0.53449333261362
8,0.7,1803,1698.01647967076,509.404943901229,4299.99999999999,0.201023388607832,0.0793816341058974,0.201023388607832,0.663554389667858,0.199066316900357
